item_id,timestamp,mean,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9
item_0,2024-06-15,126.14280759113478,120.46180501513686,122.37863191296682,123.76201270964486,124.99700794060522,126.14280759113478,127.25062430099052,128.3884134162282,129.76345909938087,131.69199330311903
item_0,2024-06-16,118.74969238791779,112.20334122645761,114.46251671733019,116.08479388151676,117.46423482343097,118.74969238791779,120.03037395142803,121.3920536628735,123.04086586123975,125.35487381060842
item_0,2024-06-17,108.78348632339326,101.44858850537325,103.95336599245583,105.74536857105488,107.3049003248266,108.78348632339326,110.25754809100292,111.79338676005784,113.58974572293421,116.063750047175
item_0,2024-06-18,112.07741125533705,104.09835682480013,106.8656037594159,108.83677989486854,110.51160402220341,112.07741125533705,113.63797709442775,115.299407819663,117.28122314578948,120.04967552474118
item_0,2024-06-19,120.84567766524583,112.25660863531749,115.23693690904486,117.37719363285223,119.18043138831047,120.84567766524583,122.5074868999449,124.2865585482254,126.38192772930816,129.28769774497889
item_0,2024-06-20,130.47647361277097,121.32502037555277,124.54052325799873,126.77330420020313,128.6910199108661,130.47647361277097,132.21540326682427,134.1552976273896,136.42610347193772,139.57468893495007
item_0,2024-06-21,135.9263802346233,126.25599947122771,129.62281876108136,132.0191021460907,134.03010400695337,135.9263802346233,137.76576025257646,139.77540408121257,142.13772521646607,145.50220991159313
item_0,2024-06-22,127.33371563293582,117.37859142814244,120.89833922957519,123.35116184672614,125.40071648494413,127.33371563293582,129.29736968815405,131.4153027748584,133.92467064957768,137.4198212830417
item_0,2024-06-23,119.26788365318887,108.9556623965484,112.49606040418506,115.03836657942573,117.21707695095049,119.26788365318887,121.32007509053469,123.5325607916493,126.17726488559113,129.84961327164575
item_0,2024-06-24,110.06720976436424,99.29244043446161,103.02456140674755,105.67659073523986,107.94755677851292,110.06720976436424,112.21749095456124,114.4950716828929,117.20441683780122,120.94276721072193
item_0,2024-06-25,112.21328720281845,101.10149289126464,104.94944476323892,107.68519135538389,110.01707984204548,112.21328720281845,114.41932885314219,116.77432677583893,119.56140774908744,123.41914050485076
item_0,2024-06-26,121.87271394191016,110.38039107596448,114.34707573895949,117.17711644072212,119.59354517941074,121.87271394191016,124.17173438897991,126.60777448631109,129.46285104622802,133.4119613989203
item_0,2024-06-27,130.08115932384283,118.00753689777247,122.23217372543134,125.21747897099804,127.74563786111332,130.08115932384283,132.4952406620606,134.99578495867004,138.01829876136566,142.1566128046007
item_0,2024-06-28,135.482311571509,123.13608262028484,127.46822423979403,130.51526811483552,133.08316616522197,135.482311571509,137.9215952224249,140.47844209483281,143.57825086245245,147.79576464382689
item_1,2024-06-15,32.59909017741013,27.40698841716416,29.265047131764348,30.561176000051503,31.609234898931394,32.59909017741013,33.57322699580586,34.596810797029505,35.82406149148853,37.57958972665757
item_1,2024-06-16,31.417130123654736,25.58226357479231,27.601641031429835,29.042518987822216,30.264276382327743,31.417130123654736,32.529158021170694,33.67187107363521,35.10400955859204,37.15156618393074
item_1,2024-06-17,41.873653286221774,35.59651391818846,37.791413873468755,39.34367665561395,40.65592173797924,41.873653286221774,43.09158224504781,44.396748202962414,45.96552576324481,48.20258861372774
item_1,2024-06-18,57.13445630000737,50.33244231999619,52.719373673611095,54.423583032952536,55.82544019847475,57.13445630000737,58.46160365764351,59.89164762126143,61.591607407848954,63.926067600575195
item_1,2024-06-19,66.40794048472405,59.07578850918301,61.61966563204045,63.43499348073766,64.96883438780289,66.40794048472405,67.83392211570285,69.40870807586865,71.25678700793989,73.7501785198354
item_1,2024-06-20,59.83731279634095,52.41722403064154,54.95192847018022,56.72747528416224,58.31068788824348,59.83731279634095,61.3427184508984,62.98176677885659,64.86693082611498,67.41290388137631
item_1,2024-06-21,48.00971433317151,40.300492821227614,42.986060641251896,44.88848252236113,46.504695278828656,48.00971433317151,49.52435214666963,51.14040563952632,53.04411021259112,55.67477786324284
item_1,2024-06-22,33.07430608927537,25.214991994436172,27.92177707749598,29.860348901045178,31.49828352864126,33.07430608927537,34.63318349304912,36.291029886697444,38.214339106486875,40.88771030252276
item_1,2024-06-23,31.677918723304803,23.489853203889854,26.33375971050543,28.328202133200218,30.053321880181485,31.677918723304803,33.24812084444326,34.970000959771696,37.00407331868474,39.83111218766604
item_1,2024-06-24,42.9896251693598,34.53684455142493,37.4844020596104,39.57333541908255,41.348505622320495,42.9896251693598,44.65200497793474,46.44377865102132,48.56005671416778,51.457915392702375
item_1,2024-06-25,56.445530874795786,47.469994669760666,50.59978991401276,52.81626208071246,54.688207507655896,56.445530874795786,58.20349320372766,60.064404618830274,62.249922424568055,65.24270709447933
item_1,2024-06-26,66.21630344553948,57.00327975740501,60.21396191686083,62.46375860703698,64.3891301480697,66.21630344553948,68.02835337569971,69.98411279515038,72.27035128830505,75.47143948413782
item_1,2024-06-27,59.51736396414695,50.169746479559244,53.42875255976397,55.72887485880348,57.698487876870686,59.51736396414695,61.392644165192735,63.34542483157537,65.7000725059811,68.917677676762
item_1,2024-06-28,48.11596446032808,38.705175088243486,41.987053094189136,44.30867558346115,46.27721446481342,48.11596446032808,49.9773127224443,51.96613816385516,54.298493303884015,57.53942053468319
item_2,2024-06-15,93.85852198844157,88.10375101233213,90.1446004910922,91.57089624386171,92.74570410071331,93.85852198844157,94.95959823798623,96.15107632188861,97.60627603583976,99.61125400886255
item_2,2024-06-16,95.1936857745148,88.54855716897131,90.8718668622183,92.50886214046724,93.90654487089373,95.1936857745148,96.48173266873647,97.86630046996373,99.53442177055155,101.85372603166962
item_2,2024-06-17,106.26892360333937,99.05184230935467,101.539633462616,103.32054324158197,104.84516923672068,106.26892360333937,107.68771886351276,109.1902348732999,110.95796868791041,113.40609461900377
item_2,2024-06-18,114.99753403124346,107.21415873988447,109.92949840214365,111.86360274788464,113.47945162233225,114.99753403124346,116.51572325167811,118.15793931362573,120.09639622894679,122.75868871103017
item_2,2024-06-19,119.15788276896734,110.78028931165079,113.6879343087056,115.76601113548303,117.52233778765137,119.15788276896734,120.77569322269542,122.54936911802783,124.64395595457087,127.52983428902803
